ablation_type,condition,method,pilot_ratio,snr_db,velocity,channel_profile,pilot_pattern,nmse,mse,mae,doppler_robustness,runtime_seconds,source_stage,reused_or_new
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,10,60,CDL-C,irregular,0.88810591,0.44405296,0.52494642,0.88810591,0.0155,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,10,60,CDL-C,irregular,1.69291431,0.84645715,0.69996510,1.69291431,1.4938,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,10,60,CDL-C,irregular,0.88813876,0.44406938,0.52495766,0.88813876,0.2354,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,10,60,CDL-C,irregular,0.87473038,0.43736519,0.52094139,0.87473038,0.4511,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,10,60,CDL-C,irregular,0.87945929,0.43972965,0.52213462,0.87945929,0.4514,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,10,120,CDL-C,irregular,0.88798457,0.44399229,0.52503876,0.31668145,0.0128,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,10,120,CDL-C,irregular,1.69563192,0.84781596,0.70039625,0.60451664,1.5573,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,10,120,CDL-C,irregular,0.88801657,0.44400828,0.52505767,0.31669260,0.2330,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,10,120,CDL-C,irregular,0.87964423,0.43982212,0.52232991,0.31370904,0.4448,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,10,120,CDL-C,irregular,0.87407754,0.43703877,0.52072418,0.31172409,0.4515,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,30,0,CDL-C,irregular,0.87604851,0.43802425,0.50516851,0.87604851,0.0127,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,30,0,CDL-C,irregular,1.60003182,0.80001591,0.66186240,1.60003182,1.5691,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,30,0,CDL-C,irregular,0.87613672,0.43806836,0.50530457,0.87613672,0.2385,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,30,0,CDL-C,irregular,0.87094305,0.43547153,0.50609216,0.87094305,0.4477,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,30,0,CDL-C,irregular,0.86807160,0.43403580,0.50520152,0.86807160,0.4484,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,30,60,CDL-C,irregular,0.87594396,0.43797198,0.50510545,0.87594396,0.0132,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,30,60,CDL-C,irregular,1.60097212,0.80048606,0.66252466,1.60097212,1.4956,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,30,60,CDL-C,irregular,0.87595576,0.43797788,0.50515825,0.87595576,0.2363,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,30,60,CDL-C,irregular,0.87177600,0.43588800,0.50608440,0.87177600,0.4484,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,30,60,CDL-C,irregular,0.87232694,0.43616347,0.50661804,0.87232694,0.4518,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,30,120,CDL-C,irregular,0.87580822,0.43790411,0.50518629,0.31233865,0.0126,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,30,120,CDL-C,irregular,1.60233489,0.80116744,0.66284828,0.57123850,1.4584,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,30,120,CDL-C,irregular,0.87566817,0.43783408,0.50518869,0.31228875,0.2439,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,30,120,CDL-C,irregular,0.86638728,0.43319364,0.50488766,0.30898134,0.4444,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,30,120,CDL-C,irregular,0.87042713,0.43521357,0.50567910,0.31042037,0.4440,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,0,0,CDL-C,block,0.99919698,0.49959849,0.57339288,0.99919698,0.0128,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,0,0,CDL-C,block,2.73338884,1.36669442,0.92753577,2.73338884,1.5396,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,0,0,CDL-C,block,0.99900319,0.49950159,0.57333140,0.99900319,0.2364,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,0,0,CDL-C,block,0.97594269,0.48797134,0.56598528,0.97594269,0.4441,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,0,0,CDL-C,block,0.98688458,0.49344229,0.56966694,0.98688458,0.4436,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,0,60,CDL-C,block,0.99919915,0.49959958,0.57339235,0.99919915,0.0140,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,0,60,CDL-C,block,2.72372526,1.36186263,0.92636184,2.72372526,1.5777,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,0,60,CDL-C,block,0.99896921,0.49948461,0.57332407,0.99896921,0.2394,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,0,60,CDL-C,block,0.98227790,0.49113895,0.56815627,0.98227790,0.4480,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,0,60,CDL-C,block,0.98656596,0.49328298,0.56957047,0.98656596,0.4502,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,0,120,CDL-C,block,0.99919990,0.49959995,0.57360828,0.35634481,0.0130,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,0,120,CDL-C,block,2.71236652,1.35618326,0.92489743,0.96716300,1.5840,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,0,120,CDL-C,block,0.99911804,0.49955902,0.57358228,0.35631589,0.2366,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,0,120,CDL-C,block,0.98082793,0.49041396,0.56784487,0.34979505,0.4454,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,0,120,CDL-C,block,0.98125651,0.49062826,0.56805456,0.34994648,0.4470,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,10,0,CDL-C,block,0.94384542,0.47192271,0.54953603,0.94384542,0.0192,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,10,0,CDL-C,block,1.82642955,0.91321477,0.74861233,1.82642955,1.5934,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,10,0,CDL-C,block,0.94392751,0.47196376,0.54956755,0.94392751,0.2391,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,10,0,CDL-C,block,0.94427304,0.47213652,0.54974075,0.94427304,0.4459,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,10,0,CDL-C,block,0.94415483,0.47207741,0.54966006,0.94415483,0.4462,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,10,60,CDL-C,block,0.94387014,0.47193507,0.54954123,0.94387014,0.0144,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,10,60,CDL-C,block,1.82413784,0.91206892,0.74809141,1.82413784,1.5546,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,10,60,CDL-C,block,0.94394943,0.47197472,0.54955699,0.94394943,0.2399,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,10,60,CDL-C,block,0.94406773,0.47203387,0.54965806,0.94406773,0.4464,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,10,60,CDL-C,block,0.94417319,0.47208659,0.54966767,0.94417319,0.4488,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,10,120,CDL-C,block,0.94387458,0.47193729,0.54975834,0.33661409,0.0132,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,10,120,CDL-C,block,1.82162395,0.91081198,0.74761613,0.64953676,1.5970,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,10,120,CDL-C,block,0.94398531,0.47199266,0.54979505,0.33665355,0.2386,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,10,120,CDL-C,block,0.94391677,0.47195838,0.54986578,0.33662955,0.4483,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,10,120,CDL-C,block,0.94346808,0.47173404,0.54956517,0.33646899,0.4499,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,30,0,CDL-C,block,0.93775474,0.46887737,0.53963041,0.93775474,0.0142,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,30,0,CDL-C,block,1.72418720,0.86209360,0.71908452,1.72418720,1.6289,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,30,0,CDL-C,block,0.93778853,0.46889427,0.53966630,0.93778853,0.2502,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,30,0,CDL-C,block,0.93815415,0.46907707,0.54151331,0.93815415,0.4512,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.0625,30,0,CDL-C,block,0.93965219,0.46982609,0.54255143,0.93965219,0.4534,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,30,60,CDL-C,block,0.93778196,0.46889098,0.53963798,0.93778196,0.0133,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,30,60,CDL-C,block,1.72492334,0.86246167,0.71901065,1.72492334,1.6710,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,30,60,CDL-C,block,0.93777002,0.46888501,0.53963716,0.93777002,0.2388,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,30,60,CDL-C,block,0.93824077,0.46912038,0.54149748,0.93824077,0.4485,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.0625,30,60,CDL-C,block,0.93815032,0.46907516,0.54166856,0.93815032,0.4468,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,30,120,CDL-C,block,0.93778677,0.46889339,0.53985558,0.33444298,0.0142,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,30,120,CDL-C,block,1.72616044,0.86308022,0.71906658,0.61550766,1.5690,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,30,120,CDL-C,block,0.93786426,0.46893213,0.53995702,0.33447089,0.2387,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,30,120,CDL-C,block,0.93825956,0.46912978,0.54175426,0.33461092,0.4421,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.0625,30,120,CDL-C,block,0.93926561,0.46963280,0.54249662,0.33496998,0.4468,stage4,reused
